key,name,dataset,published_in,observed_in,latitude,longitude,date,rank,observer,license,kingdom,phylum,class,order,family,genus,species
3079787457,Tamias striatus,iNaturalist research-grade observations,US,CA,45.453885,-75.655697,2021-04-03T17:16:00.0,SPECIES,christine123,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079810082,Tamias striatus,iNaturalist research-grade observations,US,CA,44.478075,-77.30072,2021-04-08T12:02:51.0,SPECIES,Jason King,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079815145,Tamias striatus,iNaturalist research-grade observations,US,US,44.331818,-73.240952,2021-04-07T09:15:00.0,SPECIES,pfaucher,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079815429,Tamias striatus,iNaturalist research-grade observations,US,CA,44.477688,-77.301221,2021-04-03T11:02:00.0,SPECIES,Joe Bartok,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079821148,Tamias striatus,iNaturalist research-grade observations,US,CA,45.323825,-75.939701,2021-04-07T16:53:00.0,SPECIES,christianchua,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079823015,Tamias striatus,iNaturalist research-grade observations,US,CA,45.388927,-75.680649,2021-04-07T13:34:24.0,SPECIES,JLTayles,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079832771,Tamias striatus,iNaturalist research-grade observations,US,CA,45.387006,-75.703484,2021-04-05T10:13:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079834525,Tamias striatus,iNaturalist research-grade observations,US,CA,45.445912,-75.650669,2021-04-03T08:35:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079847012,Tamias striatus,iNaturalist research-grade observations,US,CA,45.447841,-75.652429,2021-04-07T14:36:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079856078,Tamias striatus,iNaturalist research-grade observations,US,CA,45.355158,-75.932508,2021-04-07T14:11:23.0,SPECIES,jamorg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079870939,Tamias striatus,iNaturalist research-grade observations,US,CA,45.208053,-75.227042,2021-04-06T13:35:00.0,SPECIES,christine123,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079883770,Tamias striatus,iNaturalist research-grade observations,US,US,44.634054,-73.315366,2021-04-05T00:00:00.0,SPECIES,hobiecat,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079884967,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-06T08:22:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079885757,Tamias striatus,iNaturalist research-grade observations,US,US,44.340704,-72.461368,2021-04-04T14:14:00.0,SPECIES,Erika Mitchell,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079898447,Tamias striatus,iNaturalist research-grade observations,US,US,44.587308,-69.880845,2021-04-03T16:00:57.0,SPECIES,anniehikido,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3079901190,Tamias striatus,iNaturalist research-grade observations,US,CA,45.646577,-73.441212,2021-04-06T12:47:00.0,SPECIES,ornitholarocque,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090523084,Tamias striatus,iNaturalist research-grade observations,US,CA,45.517807,-75.82476,2021-04-09T13:22:19.0,SPECIES,Brian Bridson,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090532078,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-08T08:35:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090549046,Tamias striatus,iNaturalist research-grade observations,US,CA,45.163194,-79.653259,2021-04-05T15:03:48.0,SPECIES,muskokatammy,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090621113,Tamias striatus,iNaturalist research-grade observations,US,CA,45.302726,-75.834436,2021-04-09T15:58:00.0,SPECIES,Matthew McPhee,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090657475,Tamias striatus,iNaturalist research-grade observations,US,CA,46.244576,-74.658323,2021-04-05T15:36:00.0,SPECIES,leataill,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090657576,Tamias striatus,iNaturalist research-grade observations,US,US,44.419155,-72.988455,2021-04-12T14:36:34.0,SPECIES,Victoria Schinstine,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090665912,Tamias striatus,iNaturalist research-grade observations,US,CA,45.296784,-75.81393,2021-04-14T10:52:20.0,SPECIES,kokoottawa,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090677276,Tamias striatus,iNaturalist research-grade observations,US,CA,44.085728,-78.308991,2021-04-10T17:17:58.0,SPECIES,mattvandervelden,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090742171,Tamias striatus,iNaturalist research-grade observations,US,CA,44.701545,-63.555479,2021-04-08T18:23:00.0,SPECIES,Sophie Jack,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090750954,Tamias striatus,iNaturalist research-grade observations,US,CA,45.546049,-73.309864,2021-04-14T10:24:00.0,SPECIES,pointrond,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090773757,Tamias striatus,iNaturalist research-grade observations,US,CA,45.557613,-73.560326,2021-04-13T16:38:00.0,SPECIES,apdp,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090788276,Tamias striatus,iNaturalist research-grade observations,US,CA,45.369908,-75.792341,2021-04-10T20:22:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090799074,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-15T06:08:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090802181,Tamias striatus,iNaturalist research-grade observations,US,CA,45.347192,-75.82927,2021-04-10T12:27:01.0,SPECIES,cattie,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090815179,Tamias striatus,iNaturalist research-grade observations,US,CA,48.437065,-68.519029,2021-04-08T00:00:00.0,SPECIES,Daniel P.-L.,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090828224,Tamias striatus,iNaturalist research-grade observations,US,CA,45.234481,-79.619425,2021-04-10T14:57:00.0,SPECIES,A. Mills,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090834156,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-09T14:29:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090841278,Tamias striatus,iNaturalist research-grade observations,US,CA,44.602187,-78.193373,2021-04-10T14:33:00.0,SPECIES,Mike Oldham,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090847051,Tamias striatus,iNaturalist research-grade observations,US,CA,44.514643,-77.09794,2021-04-08T17:31:07.0,SPECIES,tomthebirder,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090866258,Tamias striatus,iNaturalist research-grade observations,US,CA,44.684325,-63.824918,2021-04-10T14:09:29.0,SPECIES,Emma,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090873645,Tamias striatus,iNaturalist research-grade observations,US,CA,45.285208,-72.254088,2021-04-02T14:52:44.0,SPECIES,gabriellebonin,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090886624,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-12T16:12:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090893646,Tamias striatus,iNaturalist research-grade observations,US,CA,45.370337,-75.796621,2021-04-12T13:58:00.0,SPECIES,ianrwhyte,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090897517,Tamias striatus,iNaturalist research-grade observations,US,CA,45.55931,-73.560158,2021-04-10T12:43:00.0,SPECIES,apdp,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090902613,Tamias striatus,iNaturalist research-grade observations,US,CA,45.979467,-60.224797,2021-04-12T16:38:44.0,SPECIES,maureen_c-m,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090906560,Tamias striatus,iNaturalist research-grade observations,US,CA,44.469447,-77.049203,2021-04-12T18:18:16.0,SPECIES,melonbeluga,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090909364,Tamias striatus,iNaturalist research-grade observations,US,CA,44.492973,-79.821876,2021-04-10T14:42:24.0,SPECIES,emmanell,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090910852,Tamias striatus,iNaturalist research-grade observations,US,US,44.029094,-69.543789,2021-04-13T13:37:11.0,SPECIES,Zac Peterson,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090916865,Tamias striatus,iNaturalist research-grade observations,US,US,44.458383,-73.200007,2021-04-07T22:19:00.0,SPECIES,sallym123,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090921606,Tamias striatus,iNaturalist research-grade observations,US,CA,44.183588,-78.256492,2021-04-12T16:11:25.0,SPECIES,hannahdodington,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090931351,Tamias striatus,iNaturalist research-grade observations,US,CA,45.294678,-75.806901,2021-04-10T17:12:00.0,SPECIES,Serguei Ponomarenko,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090943558,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-11T07:41:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3090946616,Tamias striatus,iNaturalist research-grade observations,US,CA,45.393404,-75.512334,2021-04-12T11:56:36.0,SPECIES,kokoottawa,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097028653,Tamias striatus,iNaturalist research-grade observations,US,CA,45.109884,-79.527632,2021-04-14T15:14:22.0,SPECIES,blueheron100,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097051700,Tamias striatus,iNaturalist research-grade observations,US,CA,45.394521,-75.512953,2021-04-14T15:33:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097063877,Tamias striatus,iNaturalist research-grade observations,US,US,44.235418,-72.549713,2021-04-17T16:50:01.0,SPECIES,Wendelyn Bolles,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097065280,Tamias striatus,iNaturalist research-grade observations,US,CA,45.386751,-75.703481,2021-04-19T12:16:00.0,SPECIES,christine123,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097081685,Tamias striatus,iNaturalist research-grade observations,US,CA,45.307255,-75.895622,2021-04-16T13:42:00.0,SPECIES,riverboat,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097086097,Tamias striatus,iNaturalist research-grade observations,US,CA,46.220197,-64.534687,2021-04-14T07:41:00.0,SPECIES,tributcher,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097091652,Tamias striatus,iNaturalist research-grade observations,US,US,44.007765,-73.160406,2021-04-08T14:42:00.0,SPECIES,Charlie Deichman-Caswell,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097095710,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-16T11:36:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097118719,Tamias striatus,iNaturalist research-grade observations,US,CA,44.693647,-77.233393,2021-04-22T16:45:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097145842,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-17T11:21:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097168679,Tamias striatus,iNaturalist research-grade observations,US,CA,45.340923,-79.190672,2021-04-10T07:13:00.0,SPECIES,Brenda Laking,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097175839,Tamias striatus,iNaturalist research-grade observations,US,CA,44.708214,-77.241158,2021-04-17T11:22:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097191381,Tamias striatus,iNaturalist research-grade observations,US,CA,45.445788,-75.652059,2021-04-12T09:28:00.0,SPECIES,Ty,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097245500,Tamias striatus,iNaturalist research-grade observations,US,CA,45.374047,-75.697633,2021-04-18T14:51:43.0,SPECIES,jencc1515,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097250544,Tamias striatus,iNaturalist research-grade observations,US,CA,46.27758,-63.09555,2021-04-21T18:25:21.0,SPECIES,Laura O'Connor,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097265115,Tamias striatus,iNaturalist research-grade observations,US,CA,45.294832,-75.823546,2021-04-18T12:06:00.0,SPECIES,Christopher Clute,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097281797,Tamias striatus,iNaturalist research-grade observations,US,CA,45.355286,-75.789921,2021-04-17T13:24:53.0,SPECIES,davidseburn,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097288049,Tamias striatus,iNaturalist research-grade observations,US,CA,45.297523,-75.823926,2021-04-18T13:43:31.0,SPECIES,natureastry,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097293961,Tamias striatus,iNaturalist research-grade observations,US,CA,45.372863,-75.789508,2021-04-18T09:24:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097301213,Tamias striatus,iNaturalist research-grade observations,US,CA,45.384432,-75.703012,2021-04-19T12:13:09.0,SPECIES,kokoottawa,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097311875,Tamias striatus,iNaturalist research-grade observations,US,CA,44.485719,-77.292115,2021-04-17T11:43:00.0,SPECIES,Joe Bartok,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097312826,Tamias striatus,iNaturalist research-grade observations,US,CA,46.243697,-74.65618,2021-04-05T15:36:07.0,SPECIES,veroniquedionl,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097319547,Tamias striatus,iNaturalist research-grade observations,US,CA,45.503687,-75.491151,2021-04-19T18:04:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3097418374,Tamias striatus,iNaturalist research-grade observations,US,CA,48.155331,-78.976977,2021-04-18T17:16:00.0,SPECIES,Pierre Cartier,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3108978922,Tamias striatus,iNaturalist research-grade observations,US,CA,47.394415,-69.950402,2021-04-20T12:03:35.0,SPECIES,janikd,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3108985853,Tamias striatus,iNaturalist research-grade observations,US,CA,44.881395,-79.802547,2021-04-25T11:32:05.0,SPECIES,bhazelton85,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109007197,Tamias striatus,iNaturalist research-grade observations,US,CA,45.293151,-75.809506,2021-04-26T12:33:00.0,SPECIES,Serguei Ponomarenko,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109010623,Tamias striatus,iNaturalist research-grade observations,US,CA,45.44304,-75.680333,2021-04-19T10:14:00.0,SPECIES,Anthony Gaston,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109013962,Tamias striatus,iNaturalist research-grade observations,US,CA,44.693647,-77.233393,2021-04-25T09:30:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109025935,Tamias striatus,iNaturalist research-grade observations,US,CA,45.388378,-75.761154,2021-04-25T14:59:11.0,SPECIES,sblay,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109038650,Tamias striatus,iNaturalist research-grade observations,US,CA,44.402825,-79.733055,2021-04-23T16:40:00.0,SPECIES,Natalie,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109064123,Tamias striatus,iNaturalist research-grade observations,US,CA,45.062547,-76.393164,2021-04-26T11:09:00.0,SPECIES,Denis Gallant,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109064633,Tamias striatus,iNaturalist research-grade observations,US,CA,45.386813,-75.70271,2021-04-23T18:11:02.0,SPECIES,kokoottawa,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109073744,Tamias striatus,iNaturalist research-grade observations,US,CA,45.371476,-75.797233,2021-04-24T12:35:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109074758,Tamias striatus,iNaturalist research-grade observations,US,US,44.195434,-75.615763,2021-04-24T17:28:49.0,SPECIES,naomitapia,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109112402,Tamias striatus,iNaturalist research-grade observations,US,CA,45.447826,-75.655687,2021-04-27T14:25:00.0,SPECIES,Mike Leveille,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109150738,Tamias striatus,iNaturalist research-grade observations,US,CA,45.033827,-78.570429,2021-04-24T16:20:00.0,SPECIES,peepingtom,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109153112,Tamias striatus,iNaturalist research-grade observations,US,CA,44.479157,-77.301706,2021-04-26T12:06:00.0,SPECIES,Joe Bartok,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109163188,Tamias striatus,iNaturalist research-grade observations,US,US,44.560596,-69.637999,2021-04-08T12:59:00.0,SPECIES,Herb Wilson,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109171967,Tamias striatus,iNaturalist research-grade observations,US,CA,45.389611,-73.257673,2021-04-25T11:54:08.0,SPECIES,jsaguez,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109179234,Tamias striatus,iNaturalist research-grade observations,US,CA,45.304011,-75.835869,2021-04-27T12:05:00.0,SPECIES,Matthew McPhee,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109185832,Tamias striatus,iNaturalist research-grade observations,US,CA,45.161237,-79.676574,2021-04-24T17:30:00.0,SPECIES,mccarthymatthew,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109207808,Tamias striatus,iNaturalist research-grade observations,US,CA,44.631631,-63.602225,2021-04-24T16:59:00.0,SPECIES,katefred,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109208240,Tamias striatus,iNaturalist research-grade observations,US,CA,45.243503,-72.454758,2021-04-25T13:14:00.0,SPECIES,Wendy Conn,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109264437,Tamias striatus,iNaturalist research-grade observations,US,CA,44.693647,-77.233393,2021-04-28T11:29:00.0,SPECIES,mhalsted,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109307601,Tamias striatus,iNaturalist research-grade observations,US,CA,45.541086,-73.166803,2021-04-23T17:41:58.0,SPECIES,Vincent Auclair,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109329318,Tamias striatus,iNaturalist research-grade observations,US,CA,44.490478,-75.995215,2021-04-27T13:39:00.0,SPECIES,Peter Waycik,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109347589,Tamias striatus,iNaturalist research-grade observations,US,CA,48.437077,-68.519096,2021-04-29T00:00:00.0,SPECIES,Daniel P.-L.,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109354426,Tamias striatus,iNaturalist research-grade observations,US,CA,47.621147,-65.678634,2021-04-28T11:42:17.0,SPECIES,janellemclaughlin,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
3109365423,Tamias striatus,iNaturalist research-grade observations,US,US,44.146306,-74.901772,2021-04-28T18:34:56.0,SPECIES,coleanderson35,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus
